paintingId,artistId,galleryId,imageFileName,title,shapeId,museumLink,accessionNumber,copyrightText,description,excerpt,yearOfWork,width,height,medium,cost,MSRP,googleLink,googleDescription,wikiLink,jsonAnnotations
578,114,7,114030,Madonna and Child,1,http://www.nga.gov/content/ngaweb/Collection/art-object-page.397.html,1939.1.256,Open Access,"Painted during the latter part of Giotto's career, the Madonna and Child was the central part of a five-section polyptych, or altarpiece in many panels (see Reconstruction). Giotto utilized a conservative Byzantine-style background in gold leaf, symbolizing the realm of heaven, and included a white rose, the traditional symbol of Mary's purity as well as a reference to the innocence lost through Original Sin. Yet, the Madonna and Child introduces a new naturalistic trend in painting. Instead of making the blessing gesture of a philosopher, the infant Christ grasps his mother's left index finger in a typically baby-like way as he playfully reaches for the flower that she holds.","Painted during the latter part of Giotto's career, the Madonna and Child was the central part of a five-section polyptych",1315,62,85,Tempera on panel,1900,2300,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":61,""green"":49,""blue"":28},""web"":""#3D311C"",""name"":""Mikado""},{""color"":{""red"":112,""green"":73,""blue"":28},""web"":""#70491C"",""name"":""Antique Brass""},{""color"":{""red"":228,""green"":174,""blue"":89},""web"":""#E4AE59"",""name"":""Rob Roy""},{""color"":{""red"":53,""green"":48,""blue"":40},""web"":""#353028"",""name"":""Creole""},{""color"":{""red"":9,""green"":4,""blue"":3},""web"":""#090403"",""name"":""Black""},{""color"":{""red"":91,""green"":51,""blue"":9},""web"":""#5B3309"",""name"":""Baker's Chocolate""}]}"
579,112,7,112020,Self-Portrait,3,http://www.nga.gov/content/ngaweb/Collection/art-object-page.37003.html,1949.6.1,Open Access,"Judith Leyster's Self-Portrait exudes self-confidence in her abilities, and it has become one of the National Gallery of Art's most popular Dutch paintings. Leyster has depicted herself at her easel, briefly interrupting work on a painting of a violin player to interact with the viewer. The momentary quality of the portrait and the vigorous brushwork echo the work of Frans Hals.","Judith Leyster's Self-Portrait exudes self-confidence in her abilities, and it has become one of the National Gallery of Art's most popular Dutch paintings. Leyster has depicted herself at her easel, briefly interrupting work on a painting of a violin player to interact with the viewer. The momentary quality of the portrait and the vigorous brushwork echo the work of Frans Hals.",1630,65,74,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":121,""green"":118,""blue"":92},""web"":""#79765C"",""name"":""Kokoda""},{""color"":{""red"":24,""green"":21,""blue"":22},""web"":""#181516"",""name"":""Rustic Red""},{""color"":{""red"":93,""green"":85,""blue"":63},""web"":""#5D553F"",""name"":""Millbrook""},{""color"":{""red"":80,""green"":78,""blue"":68},""web"":""#504E44"",""name"":""Merlin""},{""color"":{""red"":220,""green"":180,""blue"":141},""web"":""#dcb48d"",""name"":""Brandy""},{""color"":{""red"":143,""green"":108,""blue"":86},""web"":""#8f6c56"",""name"":""Leather""}]}"
580,111,52,111040,Judith and Maidservant with the Head of Holophernes,1,http://www.dia.org/object-info/0573dd3e-1079-4ce3-8262-78b0e1e68331.aspx,52.253,&copy; Detroit Institute of Arts,"One of Artemisia's best works, this scene is tense with imminent danger as Judith and Abra prepare to flee Holofernes's tent with his severed head. Dramatic and unusual chiaroscuro, especially the shadows Judith's hand casts on her face, together with vigilant expressions and posture, add urgency to the scene.","One of Artemisia's best works, this scene is tense with imminent danger as Judith and Abra prepare to flee Holofernes's tent with his severed head.",1625,141,184,Oil on canvas,1100,1500,,,,"{""safeSearchAnnotation"":{""violence"":3,""racy"":1},""dominantColors"":[{""color"":{""red"":241,""green"":195,""blue"":58},""web"":""#F1C33A"",""name"":""Saffron""},{""color"":{""red"":167,""green"":104,""blue"":26},""web"":""#A7681A"",""name"":""Golden Brown""},{""color"":{""red"":93,""green"":42,""blue"":4},""web"":""#5D2A04"",""name"":""Baker's Chocolate""},{""color"":{""red"":202,""green"":142,""blue"":58},""web"":""#CA8E3A"",""name"":""Anzac""},{""color"":{""red"":254,""green"":220,""blue"":123},""web"":""#FEDC7B"",""name"":""Salomie""},{""color"":{""red"":210,""green"":147,""blue"":38},""web"":""#D29326"",""name"":""Buttercup""}]}"
581,111,24,111030,Cupid and Psyche,2,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/31669/?lng=en,6889,Personal non-commercial use,,,1639,160,130,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":3},""dominantColors"":[{""color"":{""red"":49,""green"":20,""blue"":5},""web"":""#311405"",""name"":""Brown Pod""},{""color"":{""red"":187,""green"":151,""blue"":88},""web"":""#BB9758"",""name"":""Barley Corn""},{""color"":{""red"":89,""green"":44,""blue"":7},""web"":""#592C07"",""name"":""Baker's Chocolate""},{""color"":{""red"":234,""green"":179,""blue"":95},""web"":""#EAB35F"",""name"":""Harvest Gold""},{""color"":{""red"":36,""green"":15,""blue"":10},""web"":""#240F0A"",""name"":""Seal Brown""},{""color"":{""red"":70,""green"":34,""blue"":11},""web"":""#46220B"",""name"":""Brown Pod""}]}"
582,113,24,113030,Portrait of Emperor Pavel I's Daughters,3,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/38159/?lng=en,7747,Personal non-commercial use,,,1796,99,99,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":141,""green"":114,""blue"":64},""web"":""#8D7240"",""name"":""Shadow""},{""color"":{""red"":115,""green"":73,""blue"":33},""web"":""#734921"",""name"":""Antique Brass""},{""color"":{""red"":56,""green"":50,""blue"":45},""web"":""#38322D"",""name"":""Coffee Bean""},{""color"":{""red"":211,""green"":189,""blue"":159},""web"":""#D3BD9F"",""name"":""Soft Amber""},{""color"":{""red"":50,""green"":71,""blue"":66},""web"":""#324742"",""name"":""Gable Green""},{""color"":{""red"":17,""green"":31,""blue"":31},""web"":""#111f1f"",""name"":""Swamp""}]}"
583,40,24,40030,Landscape,2,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/35717/?lng=en,9098,Personal non-commercial use,,,1913,100,88,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":80,""green"":75,""blue"":94},""web"":""#504b5e"",""name"":""Mulled Wine""},{""color"":{""red"":182,""green"":132,""blue"":110},""web"":""#b6846e"",""name"":""Brandy Rose""},{""color"":{""red"":220,""green"":181,""blue"":110},""web"":""#dcb56e"",""name"":""Equator""},{""color"":{""red"":194,""green"":102,""blue"":75},""web"":""#c2664b"",""name"":""Flame Pea""},{""color"":{""red"":75,""green"":80,""blue"":132},""web"":""#4b5084"",""name"":""Jacksons Purple""},{""color"":{""red"":193,""green"":124,""blue"":134},""web"":""#c17c86"",""name"":""Charm""}]}"
584,101,24,101060,Lute Player,2,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/31511/?lng=en,45,Personal non-commercial use,"This is an early work by Caravaggio, who sought above all to convey the reality and solidity of the surrounding world. We can already see the elements of the artist's style which were to have such a widespread influence on other artists. The figure of a young boy dressed in a white shirt stands out clearly against the dark background. The sharp sidelighting and the falling shadows give the objects an almost tangible volume and weight. Caravaggio was interested in the uniqueness of the surrounding world, and there are markedly individual features not only in the youth's face but also in the objects which make up the still life: the damaged pear, the crack in the lute, the crumpled pages of the music. The melody written on those pages is that of a then fashionable song by Jacques Arcadelt, ""You know that I love you"". Love as the theme of this work is also indicated by other objects. For instance, the cracked lute was a metaphor for the love that fails,.","This is an early work by Caravaggio, who sought above all to convey the reality and solidity of the surrounding world. We can already see the elements of the artist's style which were to have such a widespread influence on other artists.",1596,119,94,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":62,""green"":46,""blue"":24},""web"":""#3E2E18"",""name"":""Cola""},{""color"":{""red"":102,""green"":79,""blue"":31},""web"":""#664F1F"",""name"":""Horses Neck""},{""color"":{""red"":139,""green"":116,""blue"":62},""web"":""#8B743E"",""name"":""Corn Harvest""},{""color"":{""red"":39,""green"":27,""blue"":10},""web"":""#271B0A"",""name"":""Cocoa Brown""},{""color"":{""red"":109,""green"":70,""blue"":20},""web"":""#6D4614"",""name"":""Raw Umber""},{""color"":{""red"":186,""green"":151,""blue"":67},""web"":""#BA9743"",""name"":""Roti""}]}"
585,108,24,108030,Saying Grace,1,https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/37525/?lng=en,1193,Personal non-commercial use,"Chardin was the first to introduce the themes of the family, motherhood and housework to French 18th-century art. The heroes of Saying Grace belong to the Third Estate, that class of craftsmen and small traders with whose way of life Chardin was most familiar. The action centres on the table where a young mother is dishing out soup and seeking to make her two daughters repeat the words of a lunchtime prayer. Composed with great care, the painting seeks to portray the artist's ideal of the closely-knit family, of their caring attitude towards each other. He produced a warm and touching image in the younger daughter, capturing the feelings of the child who does not as yet fully comprehend the meaning of the words, making it one of the best images of children Chardin ever created.","Composed with great care, the painting seeks to portray the artist's ideal of the closely-knit family, of their caring attitude towards each other.",1744,38,49,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":195,""green"":147,""blue"":94},""web"":""#C3935E"",""name"":""Twine""},{""color"":{""red"":228,""green"":189,""blue"":128},""web"":""#E4BD80"",""name"":""Maize""},{""color"":{""red"":157,""green"":110,""blue"":64},""web"":""#423520"",""name"":""Mikado""},{""color"":{""red"":230,""green"":180,""blue"":124},""web"":""#9D6E40"",""name"":""Mai Tai""},{""color"":{""red"":208,""green"":129,""blue"":57},""web"":""#d08139"",""name"":""Golden Bell""},{""color"":{""red"":202,""green"":97,""blue"":64},""web"":""#ca6140"",""name"":""Ecstasy""}]}"
586,8,27,8030,Portrait of the Marquesa de Santiago,1,http://www.getty.edu/art/collection/objects/706/francisco-jose-de-goya-y-lucientes-francisco-de-goya-portrait-of-the-marquesa-de-santiago-spanish-1804/,83.PA.12,Public domain,"The Marquesa de Santiago stands full-length in front of a landscape of gently sloping hills. Well-born, very wealthy, and a commanding presence, she confronts the viewer directly. Her white lace mantilla extends to her knees, and she holds a closed fan in her left hand. Heavily applied make-up accentuates her features. Known for her dissolute lifestyle, the Marquesa died at the age of forty-three, three years after this portrait was made.","The Marquesa de Santiago stands full-length in front of a landscape of gently sloping hills. Well-born, very wealthy, and a commanding presence, she confronts the viewer directly.",1804,126,209,Oil on canvas,900,1100,https://www.google.com/culturalinstitute/beta/asset/portrait-of-the-marquesa-de-santiago/IgE6HJDa9WgHrg,"The Marquesa de Santiago stands full-length in front of a landscape of gently sloping hills. Well-born, very wealthy, and a commanding presence, she confronts the viewer directly. Her white lace mantilla extends to her knees, and she holds a closed fan in her left hand. Heavily applied make-up accentuates her features. Known for her dissolute lifestyle, the Marquesa died at the age of forty-three, three years after this portrait was made. An English visitor to Spain once described her as ""very profligate and loose in her manners and conversations, and scarcely admitted into female society-+and said to boast of her nocturnal revels."" While contemporary portraitists sought to convey ideal beauty with a highly finished technique, Goya used a more expressionistic handling of the paint. Broad, quick brushstrokes describe her dark dress, and the application of thick impasto suggests the gold braid on the Marquesa's sleeve and lace of her mantilla. In the background, crude cottages and trees are merely indicated with wide, rapid sweeps of the brush.",,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":91,""green"":123,""blue"":115},""web"":""#5B7B73"",""name"":""Cutty Sark""},{""color"":{""red"":204,""green"":194,""blue"":172},""web"":""#CCC2AC"",""name"":""Parchment""},{""color"":{""red"":14,""green"":8,""blue"":7},""web"":""#0E0807"",""name"":""Black""},{""color"":{""red"":234,""green"":227,""blue"":204},""web"":""#EAE3CC"",""name"":""Orange White""},{""color"":{""red"":168,""green"":156,""blue"":129},""web"":""#A89C81"",""name"":""Napa""},{""color"":{""red"":128,""green"":157,""blue"":151},""web"":""#809D97"",""name"":""Granny Smith""}]}"
587,140,27,140010,A Young Girl Defending Herself against Eros,1,http://www.getty.edu/art/collection/objects/548/william-adolphe-bouguereau-a-young-girl-defending-herself-against-eros-french-about-1880/,70.PA.3,Public domain,"A young nude woman sits with her arms outstretched, pushing away a winged boy. He is Cupid, the god of love, holding up an arrow to pierce her. The title suggests that the young woman is trying to defend herself, yet she smiles and struggles unconvincingly against the mischievous little god.","A young nude woman sits with her arms outstretched, pushing away a winged boy. He is Cupid, the god of love, holding up an arrow to pierce her. The title suggests that the young woman is trying to defend herself, yet she smiles and struggles unconvincingly against the mischievous little god.",1880,57,81,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/a-young-girl-defending-herself-against-eros/WwG4E841q7Lwgg?hl=en,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":4},""dominantColors"":[{""color"":{""red"":57,""green"":48,""blue"":20},""web"":""#393014"",""name"":""Mikado""},{""color"":{""red"":154,""green"":153,""blue"":145},""web"":""#9A9991"",""name"":""Dawn""},{""color"":{""red"":25,""green"":60,""blue"":59},""web"":""#193C3B"",""name"":""Tiber""},{""color"":{""red"":37,""green"":29,""blue"":3},""web"":""#251D03"",""name"":""Maire""},{""color"":{""red"":91,""green"":78,""blue"":55},""web"":""#5B4E37"",""name"":""Metallic Bronze""},{""color"":{""red"":124,""green"":113,""blue"":92},""web"":""#7C715C"",""name"":""Pablo""}]}"
